IdCaso,Id,DIAH,MESH,ANNOH,COD_DANE_MUN,DEPTO_CASO,MUNINICIO_CASO,Sexo,Etnia,OcupacionVictima,CalidadVictima,TipoPoblacionVulnerable,Grupo,DESCRIPCION_GRUPO,SituacionActualVictima,AfectacionHeridos,CircunstanciaMuerteVictima,ActividadDesarrolladaMomentoAfectacion,Estado
297889,339286,2,11,2006,52418,Nariño,Los andes,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
297890,339287,1,11,2006,52418,Nariño,Los andes,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
297892,339289,2,11,2006,52418,Nariño,Los andes,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
297893,339290,30,11,2006,23807,Córdoba,Tierralta,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
297894,339291,30,11,2006,23807,Córdoba,Tierralta,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
297895,339292,30,11,2006,23807,Córdoba,Tierralta,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
297896,339293,14,11,2006,19050,Cauca,Argelia,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
297897,339294,19,11,2006,18592,Caquetá,Puerto rico,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
297899,339296,13,11,2006,13894,Bolívar,Zambrano,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
297908,339305,27,10,2006,54670,Norte de santander,San calixto,H,,Fuerza pública,Combatiente,,Agente del estado,Ejército nacional,Muerta,,,Sin información,Publicado
297910,339307,27,10,2006,52678,Nariño,Samaniego,M,Indígena,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
297911,339308,6,10,2006,52678,Nariño,Samaniego,H,Indígena,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
297912,339309,7,10,2006,52678,Nariño,Samaniego,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
297913,339310,28,10,2006,52678,Nariño,Samaniego,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
297915,339312,1,10,2006,52540,Nariño,Policarpa,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
297916,339313,16,10,2006,52540,Nariño,Policarpa,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
297919,339316,28,10,2006,50711,Meta,Vistahermosa,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
297920,339317,15,10,2006,50711,Meta,Vistahermosa,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
297922,339319,28,10,2006,50711,Meta,Vistahermosa,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
297923,339320,28,10,2006,50711,Meta,Vistahermosa,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
297926,339323,28,10,2006,50711,Meta,Vistahermosa,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
297927,339324,15,10,2006,50711,Meta,Vistahermosa,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
297928,339325,15,10,2006,50711,Meta,Vistahermosa,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
297929,339326,28,10,2006,50711,Meta,Vistahermosa,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
297930,339327,15,10,2006,50711,Meta,Vistahermosa,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
297931,339328,10,10,2006,50711,Meta,Vistahermosa,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
297932,339329,15,10,2006,50711,Meta,Vistahermosa,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
297933,339330,15,10,2006,50711,Meta,Vistahermosa,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
297935,339332,12,10,2006,50711,Meta,Vistahermosa,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
297938,339335,9,10,2006,50350,Meta,La macarena,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
297939,339336,9,10,2006,50350,Meta,La macarena,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
297940,339337,9,10,2006,50350,Meta,La macarena,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
297944,339341,2,10,2006,18410,Caquetá,La montañita,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
297946,339343,8,10,2006,17662,Caldas,Samaná,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
297950,339347,14,10,2006,17662,Caldas,Samaná,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
297959,339356,24,10,2006,5040,Antioquia,Anorí,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
297960,339357,24,9,2006,81794,Arauca,Tame,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
297961,339358,24,9,2006,81794,Arauca,Tame,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
297962,339359,24,9,2006,81794,Arauca,Tame,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
297964,339361,24,9,2006,81794,Arauca,Tame,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
297965,339362,24,9,2006,81794,Arauca,Tame,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
297966,339363,25,9,2006,81794,Arauca,Tame,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
297967,339364,24,9,2006,81794,Arauca,Tame,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
297968,339365,24,9,2006,81794,Arauca,Tame,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
297969,339366,24,9,2006,81794,Arauca,Tame,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
297970,339367,24,9,2006,81794,Arauca,Tame,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
297971,339368,24,9,2006,81794,Arauca,Tame,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
297973,339370,6,9,2006,81065,Arauca,Arauquita,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
297974,339371,26,9,2006,73555,Tolima,Planadas,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
297976,339373,12,9,2006,73555,Tolima,Planadas,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
297980,339377,30,9,2006,52540,Nariño,Policarpa,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
297981,339378,9,9,2006,52540,Nariño,Policarpa,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
297982,339379,27,9,2006,52540,Nariño,Policarpa,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
297984,339381,9,9,2006,52540,Nariño,Policarpa,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
297986,339383,10,9,2006,50590,Meta,Puerto rico,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
297987,339384,10,9,2006,50590,Meta,Puerto rico,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
297989,339386,10,9,2006,50590,Meta,Puerto rico,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
297990,339387,24,9,2006,23807,Córdoba,Tierralta,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
297992,339389,11,9,2006,19780,Cauca,Suárez,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
297993,339390,11,9,2006,19780,Cauca,Suárez,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
297994,339391,11,9,2006,19780,Cauca,Suárez,H,,Fuerza pública,Combatiente,,Agente del estado,Ejército nacional,Muerta,,Murió en el lugar de los hechos,Operaciones militares,Publicado
297995,339392,11,9,2006,19780,Cauca,Suárez,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
297994,339393,11,9,2006,19780,Cauca,Suárez,H,,Fuerza pública,Combatiente,,Agente del estado,Ejército nacional,Muerta,,Murió en el lugar de los hechos,Operaciones militares,Publicado
297997,339394,11,9,2006,19780,Cauca,Suárez,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
297994,339396,11,9,2006,19780,Cauca,Suárez,H,,Fuerza pública,Combatiente,,Agente del estado,Ejército nacional,Muerta,,Murió en el lugar de los hechos,Operaciones militares,Publicado
298000,339397,25,9,2006,19532,Cauca,Patía,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298001,339398,25,9,2006,19532,Cauca,Patía,H,,Fuerza pública,Combatiente,,Agente del estado,Ejército nacional,Muerta,,,Otro,Publicado
298004,339401,8,9,2006,19075,Cauca,Balboa,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
298005,339402,8,9,2006,19075,Cauca,Balboa,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
298006,339403,8,9,2006,19075,Cauca,Balboa,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
298007,339404,8,9,2006,19075,Cauca,Balboa,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
298018,339415,6,9,2006,5837,Antioquia,Turbo,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298021,339418,25,8,2006,95001,Guaviare,San josé del guaviare,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298022,339419,25,8,2006,95001,Guaviare,San josé del guaviare,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298024,339421,6,8,2006,95001,Guaviare,San josé del guaviare,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298025,339422,25,8,2006,95001,Guaviare,San josé del guaviare,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298026,339423,25,8,2006,86865,Putumayo,Valle del guamuez,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298027,339424,25,8,2006,86865,Putumayo,Valle del guamuez,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298028,339425,25,8,2006,86865,Putumayo,Valle del guamuez,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298029,339426,25,8,2006,86865,Putumayo,Valle del guamuez,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298031,339428,5,8,2006,81065,Arauca,Arauquita,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298032,339429,5,8,2006,81065,Arauca,Arauquita,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298034,339431,5,8,2006,81065,Arauca,Arauquita,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298037,339434,11,8,2006,73236,Tolima,Dolores,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298039,339436,3,8,2006,73168,Tolima,Chaparral,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298041,339438,3,8,2006,73168,Tolima,Chaparral,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298042,339439,3,8,2006,73168,Tolima,Chaparral,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
446886,339440,3,8,2006,73168,Tolima,Chaparral,H,,Fuerza pública,Combatiente,,Agente del estado,Ejército nacional,Muerta,,Murió en el lugar de los hechos,Operaciones militares,Publicado
298044,339441,3,8,2006,73168,Tolima,Chaparral,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298045,339442,15,8,2006,54680,Norte de santander,Santiago,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
298046,339443,12,8,2006,54680,Norte de santander,Santiago,H,,Fuerza pública,Combatiente,,Agente del estado,Ejército nacional,Desconocida,,,Sin información,Publicado
298047,339444,15,8,2006,54680,Norte de santander,Santiago,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
298048,339445,15,8,2006,54680,Norte de santander,Santiago,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
298054,339451,1,8,2006,50711,Meta,Vistahermosa,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298056,339453,26,8,2006,50590,Meta,Puerto rico,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298057,339454,2,8,2006,50350,Meta,La macarena,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
298058,339455,2,8,2006,50350,Meta,La macarena,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
298060,339457,2,8,2006,50350,Meta,La macarena,H,,Obrero,Civil,,,,Muerta,,Murió en el lugar de los hechos,Erradicación de cultivos ilícitos,Publicado
298061,339458,2,8,2006,50350,Meta,La macarena,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
298068,339465,2,8,2006,50350,Meta,La macarena,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
298069,339466,23,8,2006,19517,Cauca,Páez,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
298070,339467,16,8,2006,13670,Bolívar,San pablo,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298071,339468,6,8,2006,13657,Bolívar,San juan nepomuceno,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
298072,339469,8,8,2006,5895,Antioquia,Zaragoza,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
298074,339471,16,8,2006,5887,Antioquia,Yarumal,M,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
298075,339472,12,8,2006,5736,Antioquia,Segovia,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298076,339473,12,8,2006,5736,Antioquia,Segovia,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298077,339474,12,8,2006,5736,Antioquia,Segovia,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298078,339475,12,8,2006,5736,Antioquia,Segovia,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298080,339477,12,8,2006,5736,Antioquia,Segovia,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298081,339478,12,8,2006,5736,Antioquia,Segovia,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
298083,339480,12,8,2006,5736,Antioquia,Segovia,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298084,339481,12,8,2006,5736,Antioquia,Segovia,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298088,339485,29,8,2006,5483,Antioquia,Nariño,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
298089,339486,9,8,2006,5483,Antioquia,Nariño,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
298090,339487,31,8,2006,5483,Antioquia,Nariño,H,,Campesino,Civil,,,,Herida,Herida(s),,Tránsito por trocha o camino,Publicado
298094,339491,20,7,2006,81065,Arauca,Arauquita,H,,Campesino,Civil,,,,Muerta,,Murió en el lugar de los hechos,Sin información,Publicado
298095,339492,31,7,2006,54810,Norte de santander,Tibú,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298096,339493,31,7,2006,54810,Norte de santander,Tibú,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298097,339494,31,7,2006,54810,Norte de santander,Tibú,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298098,339495,31,7,2006,54810,Norte de santander,Tibú,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298099,339496,31,7,2006,54810,Norte de santander,Tibú,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298100,339497,31,7,2006,54810,Norte de santander,Tibú,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298101,339498,31,7,2006,54810,Norte de santander,Tibú,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298102,339499,31,7,2006,54810,Norte de santander,Tibú,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298103,339500,31,7,2006,54810,Norte de santander,Tibú,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298104,339501,31,7,2006,54810,Norte de santander,Tibú,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298105,339502,31,7,2006,54810,Norte de santander,Tibú,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298106,339503,31,7,2006,54810,Norte de santander,Tibú,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298107,339504,31,7,2006,54810,Norte de santander,Tibú,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298108,339505,31,7,2006,54810,Norte de santander,Tibú,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298109,339506,31,7,2006,54810,Norte de santander,Tibú,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298110,339507,31,7,2006,54810,Norte de santander,Tibú,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298112,339509,13,7,2006,52612,Nariño,Ricaurte,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298113,339510,14,7,2006,52540,Nariño,Policarpa,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298117,339514,29,7,2006,50590,Meta,Puerto rico,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
298118,339515,29,7,2006,50590,Meta,Puerto rico,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
298119,339516,11,7,2006,50350,Meta,La macarena,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298123,339520,4,7,2006,13683,Bolívar,Santa rosa,H,,Campesino,Civil,,,,Muerta,,Murió en el lugar de los hechos,Sin información,Publicado
298125,339522,30,7,2006,5055,Antioquia,Argelia,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298127,339524,26,6,2006,50711,Meta,Vistahermosa,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298129,339526,29,6,2006,50568,Meta,Puerto gaitán,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
298130,339527,14,6,2006,50568,Meta,Puerto gaitán,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298131,339528,29,6,2006,50568,Meta,Puerto gaitán,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
298132,339529,29,6,2006,50568,Meta,Puerto gaitán,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
298133,339530,15,6,2006,50350,Meta,La macarena,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298134,339531,22,6,2006,41001,Huila,Neiva,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298135,339532,22,6,2006,41001,Huila,Neiva,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298137,339534,13,6,2006,18001,Caquetá,Florencia,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
298138,339535,16,6,2006,13688,Bolívar,Santa rosa del sur,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298142,339539,2,6,2006,5756,Antioquia,Sonsón,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
298144,339541,18,6,2006,5660,Antioquia,San luis,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298145,339542,19,6,2006,5361,Antioquia,Ituango,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298151,339548,4,5,2006,73624,Tolima,Rovira,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298152,339549,4,5,2006,73624,Tolima,Rovira,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298153,339550,4,5,2006,73624,Tolima,Rovira,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298158,339555,30,5,2006,73555,Tolima,Planadas,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298159,339556,20,5,2006,73555,Tolima,Planadas,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298160,339557,20,5,2006,73555,Tolima,Planadas,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298161,339558,30,5,2006,73555,Tolima,Planadas,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298162,339559,17,5,2006,54800,Norte de santander,Teorama,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298163,339560,9,5,2006,54670,Norte de santander,San calixto,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298164,339561,29,5,2006,54206,Norte de santander,Convención,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298165,339562,29,5,2006,54206,Norte de santander,Convención,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298166,339563,29,5,2006,54206,Norte de santander,Convención,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298167,339564,29,5,2006,54206,Norte de santander,Convención,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298168,339565,29,5,2006,54206,Norte de santander,Convención,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298175,339572,22,5,2006,41020,Huila,Algeciras,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298176,339573,22,5,2006,41020,Huila,Algeciras,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298177,339574,29,5,2006,27361,Chocó,Istmina,M,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
298178,339575,29,5,2006,27361,Chocó,Istmina,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
298179,339576,29,5,2006,27361,Chocó,Istmina,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
298180,339577,21,5,2006,19473,Cauca,Morales,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298181,339578,21,5,2006,19473,Cauca,Morales,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298183,339580,21,5,2006,19473,Cauca,Morales,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298184,339581,21,5,2006,19473,Cauca,Morales,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298185,339582,21,5,2006,19473,Cauca,Morales,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
298186,339583,21,5,2006,19473,Cauca,Morales,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298187,339584,21,5,2006,19473,Cauca,Morales,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298189,339586,21,5,2006,19473,Cauca,Morales,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298190,339587,21,5,2006,19473,Cauca,Morales,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298197,339594,21,5,2006,5854,Antioquia,Valdivia,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298199,339596,20,4,2006,81794,Arauca,Tame,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298204,339601,17,4,2006,54800,Norte de santander,Teorama,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298205,339602,17,4,2006,54800,Norte de santander,Teorama,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298206,339603,26,4,2006,54800,Norte de santander,Teorama,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298207,339604,26,4,2006,54800,Norte de santander,Teorama,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298208,339605,25,4,2006,54720,Norte de santander,Sardinata,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298209,339606,25,4,2006,54720,Norte de santander,Sardinata,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298210,339607,25,4,2006,54720,Norte de santander,Sardinata,H,,Fuerza pública,Combatiente,,Agente del estado,No identificado,Desconocida,,,Sin información,Publicado
298212,339609,11,4,2006,52678,Nariño,Samaniego,M,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
298214,339611,11,4,2006,52678,Nariño,Samaniego,M,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
298217,339614,18,4,2006,50683,Meta,San juan de arama,H,,Sin información,Civil,,,,Desconocida,,,Sin información,Publicado
